idregion,iddistrict,idchiefdom,idsection,sch_type,idschool_name
SOUTHERN,BO,BO TOWN,KOMENDE,B. Primary,SAINT FRANCIS PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,KOMENDE,B. Primary,SAINT FRANCIS PRIMARY  
SOUTHERN,BO,BO TOWN,KOMENDE,A. Pre- Primary,SAINT MONICA'S PRESCHOOL
SOUTHERN,BO,BO TOWN,KOMENDE,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL LOWER
SOUTHERN,BO,BO TOWN,KOMENDE,B. Primary,SAINT FRANCIS PRIMARY  
SOUTHERN,BO,BO TOWN,KOMENDE,B. Primary,ISLAMIC WELFARE UNION PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUGBUMA,A. Pre- Primary,PANGRAMA PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUGBUMA,C. Junior Secondary,PANORAMA JUNIOR SECONDARY SCHOOL BO  
SOUTHERN,BO,BO TOWN,KORTUGBUMA,A. Pre- Primary,"YOUNG WOMEN CHRISTIAN CHURCH  PRE-PRIMARY  SCHOOL  , BO  "
SOUTHERN,BO,BO TOWN,KORTUGBUMA,B. Primary,"PAUL SCHOOL FOR  THE  BLIND  ,  BO  "
SOUTHERN,BO,BO TOWN,KORTUGBUMA,B. Primary,YOUNG WOMEN CHRISTIANA ASSOCIATION PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUGBUMA,B. Primary,PANORAMA PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUGBUMA,A. Pre- Primary,NAMYA PRE-SCHOOL
SOUTHERN,BO,BO TOWN,KORTUGBUMA,D. Senior Secondary,THE AWADA  SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUGBUMA,C. Junior Secondary,THE AWADA JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUGBUMA,A. Pre- Primary,"THE AWADA NURSERY SCHOOL ,  BO  "
SOUTHERN,BO,BO TOWN,KORTUGBUMA,B. Primary,FORUM FOR AFRICAN WOMEN EDUCATIONIST PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,KORTUGBUMA,B. Primary,NAMYA  ISLAMIC PRIMARY -SCHOOL
SOUTHERN,BO,BO TOWN,KORTUGBUMA,B. Primary,"NATIONAL PENTECOSTAL PRIMARY SCHOOL , BO  CITY  "
SOUTHERN,BO,BO TOWN,KORTUGBUMA,B. Primary,THE AWADA PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUMAHUN SECTION,D. Senior Secondary,NAMYA ISLAMIC SECONDARY SCHOOL BO  
SOUTHERN,BO,BO TOWN,KORTUMAHUN SECTION,C. Junior Secondary,BO INTERNATIONAL SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUMAHUN SECTION,C. Junior Secondary,NAMYA ISLAMIC SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,KORTUMAHUN SECTION,B. Primary,BO INTERNATIONAL SCHOOL  
SOUTHERN,BO,BO TOWN,KOWAMA,B. Primary,"AMERICAN CALVARY  BAPTIST  CHURCH ,  BO  "
SOUTHERN,BO,BO TOWN,KPANDEBU,B. Primary,LILIAN CHRISTIAN  ACADEMY INTERNATIONAL PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,KULANDA TOWN,B. Primary,EVERY NATION ACADEMY PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,KULANDA TOWN,C. Junior Secondary,BO COMMERCIAL JUNIOR  SECONDARY  SCHOOL BO  
SOUTHERN,BO,BO TOWN,KULANDA TOWN,D. Senior Secondary,BO COMMERCIAL SENIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,KULANDA TOWN,A. Pre- Primary,"BARTHA LEADER  PRE - SCHOOL  , UNITED METHODIST CHURCH  "
SOUTHERN,BO,BO TOWN,KULANDA TOWN,A. Pre- Primary,FIRST BAPTIST PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,KULANDA TOWN,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL LOWER
SOUTHERN,BO,BO TOWN,KULANDA TOWN,B. Primary,ALADURA PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,KULANDA TOWN,B. Primary,FIRST BAPTIST PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,KULANDA TOWN,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL UPPER
SOUTHERN,BO,BO TOWN,LAWABU,A. Pre- Primary,"FREDMAT  INTERNATIONAL   ACADEMY  PRE- SCHOOL , BO  "
SOUTHERN,BO,BO TOWN,LAWABU,A. Pre- Primary,GATEWAY INTERNATIONAL ACADEMY  
SOUTHERN,BO,BO TOWN,LAWABU,C. Junior Secondary,GATEWAY INTERNATIONAL ACADEMY JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,LAWABU,B. Primary,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,LAWABU,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,LAWABU,B. Primary,GATEWAY INTERNATIONAL ACADEMY PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,LAWABU,B. Primary,"FREDMAT  INTERNATIONAL  PRIMARY  SCHOOL ,BO  "
SOUTHERN,BO,BO TOWN,LAWABU,B. Primary,AL-QUDUS ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,MADINA,D. Senior Secondary,HOPE ROYAL COLLEGE  
SOUTHERN,BO,BO TOWN,MADINA,C. Junior Secondary,HOPE ROYAL COLLEGE  
SOUTHERN,BO,BO TOWN,MADINA,C. Junior Secondary,QURANIC EDUCATION JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,MADINA,B. Primary,QURANIC EDUCATION PRIMARY SCHOOL FOR BOYS  
SOUTHERN,BO,BO TOWN,MADINA,B. Primary,HOPE ROYAL COLLEGE  
SOUTHERN,BO,BO TOWN,MADINA,B. Primary,QUARANIC EDUCATION PRIMARY SCHOOL FOR GIRLS  
SOUTHERN,BO,BO TOWN,MAIN SEWA ROAD,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,MAIN SEWA ROAD,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL LOWER
SOUTHERN,BO,BO TOWN,MAIN SEWA ROAD,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL UPPER
SOUTHERN,BO,BO TOWN,MANJAMA,B. Primary,ISLAG PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,MANJAMA,C. Junior Secondary,AHALUL BAYT ISLAMIC JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,MANJAMA,A. Pre- Primary,TOGHTHER AS ONE PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,MANJAMA,B. Primary,TOGETHER AS ONE PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,MANJAMA,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,MANJAMA,B. Primary,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,MENDEKWI EXTENSION LAYOUT RESERVATION,C. Junior Secondary,GULF INTERNATIONAL JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,MENDEKWI EXTENSION LAYOUT RESERVATION,D. Senior Secondary,GULF INTERNATIONAL SENIOR SECONDARY SCHOOL BO  
SOUTHERN,BO,BO TOWN,MENDEKWI EXTENSION LAYOUT RESERVATION,A. Pre- Primary,THE GULF INTERNATIONAL PRE SCHOOL  
SOUTHERN,BO,BO TOWN,MENDEKWI EXTENSION LAYOUT RESERVATION,B. Primary,GULF INTERNATIONAL PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,MESSIMA,C. Junior Secondary,ANSARUL ISLAMIC JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,BO TOWN,MESSIMA,A. Pre- Primary,ELIZABETH EBUEHI PRE SCHOOL  
SOUTHERN,BO,BO TOWN,MESSIMA,D. Senior Secondary,"EVERY NATION  ACADEMY  ,  BO  "
SOUTHERN,BO,BO TOWN,MESSIMA,A. Pre- Primary,EVERY NATION ACADEMY PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,MESSIMA,C. Junior Secondary,EVERY NATION ACADEMY SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,MESSIMA,D. Senior Secondary,TONY BLAIR INTERNATIONAL ACADEMY  
SOUTHERN,BO,BO TOWN,MESSIMA,A. Pre- Primary,"TONY BLAIR INTERNATIONAL ACADEMY  PRE-PRIMARY  SCHOOL  , BO  "
SOUTHERN,BO,BO TOWN,MESSIMA,C. Junior Secondary,TONY BLAIR INTERNATIONAL ACADEMY JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,MESSIMA,A. Pre- Primary,UNITED METHODIST CHURCH AMY ZENT PRE-PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,MESSIMA,A. Pre- Primary,"ZENITH  INT ACADEMY  LOWER  PRE-PRIMARY  SCHOOL , BO  "
SOUTHERN,BO,BO TOWN,MESSIMA,B. Primary,"ZENITH INTERNATIONAL ACADEMY PRIMARY, BO  "
SOUTHERN,BO,BO TOWN,MESSIMA,B. Primary,TONY BLAIR INTERNATIONAL ACADEMY PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,MESSIMA,B. Primary,ELIZABETH EBUEHI PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,MESSIMA,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL MESSIMA
SOUTHERN,BO,BO TOWN,MESSIMA,B. Primary,"EVERY NATION  ACADEMY  PRIMARY  , BO  "
SOUTHERN,BO,BO TOWN,MESSIMA,B. Primary,ISLAG PRIMARY SCHOOL MESSIMA SECTION BO  
SOUTHERN,BO,BO TOWN,MESSIMA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,MOFINDOR,A. Pre- Primary,JESFADMEO INTERNATIONAL ACADEMY PRE SCHOOL  
SOUTHERN,BO,BO TOWN,MOFINDOR,B. Primary,HOPE PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,MOFINDOR LAYOUT,B. Primary,JESFADMEO INTERNATIONAL ACADEMY PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,MORIBA TOWN,A. Pre- Primary,UNITED BRETHREN IN CHRIST EBERLY PRE-PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,MORIBA TOWN,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL LOWER
SOUTHERN,BO,BO TOWN,MORIBA TOWN,B. Primary,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,MORIBA TOWN,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL UPPER
SOUTHERN,BO,BO TOWN,NEW ENGLAND VILLE,B. Primary,OVERCOMERS ACADEMY  
SOUTHERN,BO,BO TOWN,NEW ENGLAND VILLE,B. Primary,BILAL ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,NEW GERIHUN ROAD,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,NEW GERIHUN ROAD,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL UPPER
SOUTHERN,BO,BO TOWN,NEW GERIHUN ROAD,C. Junior Secondary,CENTENARY UNITED METHODIST JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,BO TOWN,NEW GERIHUN ROAD,D. Senior Secondary,CENTENARY UNITED METHODIST SENIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,NEW GERIHUN ROAD,C. Junior Secondary,METHODIST GIRLS HIGH SCHOOL  
SOUTHERN,BO,BO TOWN,NEW GERIHUN ROAD,C. Junior Secondary,SOUTHERN MODEL ACADEMY JUNIOR SECONDARY  
SOUTHERN,BO,BO TOWN,NEW GERIHUN ROAD,A. Pre- Primary,SOUTHERN MODEL ACADEMY PRE-PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,NEW GERIHUN ROAD,B. Primary,SOUTHERN MODEL ACADEMY PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,NEW SITE,A. Pre- Primary,"LADY  DORMAN  PRE - SCHOOL , NEWSITE  ,  BO  "
SOUTHERN,BO,BO TOWN,NEW SITE,A. Pre- Primary,UNITED COUNCIL OF IMAMS PRE SCHOOL  
SOUTHERN,BO,BO TOWN,NEW SITE,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL LOWER
SOUTHERN,BO,BO TOWN,NEW SITE,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL UPPER
SOUTHERN,BO,BO TOWN,NEW SITE,B. Primary,UNITED COUNCIL OF IMAMS  
SOUTHERN,BO,BO TOWN,NGALU ROAD BO,A. Pre- Primary,MONA WARNER ACADEMY PRE-PRIMARY SCHOOL  BO.  
SOUTHERN,BO,BO TOWN,NGALU ROAD BO,B. Primary,MONA WARNER ACADEMY PRIMARY SCHOOL.  
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,C. Junior Secondary,KAKUA GOVERNMENT JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,A. Pre- Primary,LINDSEY  PRE - SCHOOL  NIKIBU  
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,A. Pre- Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRE-PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,C. Junior Secondary,SIERRA LEONE MUSLIM BROTHERHOOD JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,D. Senior Secondary,SIERRA LEONE MUSLIM BROTHERHOOD SENIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,B. Primary,"BAPTIST  PRIMARY  SCHOOL, NIKIBU  "
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,B. Primary,NEW  HARVEST PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,NIKIBU SECTION,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL UPPER
SOUTHERN,BO,BO TOWN,NJAGBOIMA,A. Pre- Primary,NWUMBA EDUCATION AND CULTURAL PRESCHOOL  
SOUTHERN,BO,BO TOWN,NJAGBOIMA,A. Pre- Primary,YAWEI  PRE-SCHOOL
SOUTHERN,BO,BO TOWN,NJAGBOIMA,B. Primary,NWUMBA EDUCATION AND CULTURAL PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,NJAGBOIMA,D. Senior Secondary,GOVERNMENT SENIOR SECONDARY SCHOOL FOR BOYS
SOUTHERN,BO,BO TOWN,NJAGBOIMA,C. Junior Secondary,GOVERNMENT JUNIOR SECONDARY SCHOOL FOR BOYS
SOUTHERN,BO,BO TOWN,NJAGBOIMA,A. Pre- Primary,NEW HARVEST PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,NJAGBOIMA,A. Pre- Primary,BISHOP HUMPER PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,NJAGBOIMA,A. Pre- Primary,"INTEGRITY  FOUNDATION  ACADEMY  PRE  - SCHOOL  , BO  "
SOUTHERN,BO,BO TOWN,NJAGBOIMA,C. Junior Secondary,SAINT PIUS JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,NJAGBOIMA,A. Pre- Primary,"SAINT PIUS PRE- SCHOOL  ,  BO  "
SOUTHERN,BO,BO TOWN,NJAGBOIMA,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL LOWER
SOUTHERN,BO,BO TOWN,NJAGBOIMA,C. Junior Secondary,UNITED METHODIST CHURCH JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,BO TOWN,NJAGBOIMA,D. Senior Secondary,UNITED MOTHIODIST SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,NJAGBOIMA,B. Primary,"INTEGRITY  FOUNDATION  ACADEMY  PRIMARY  SCHOOL, BO  "
SOUTHERN,BO,BO TOWN,NJAGBOIMA,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL UPPER
SOUTHERN,BO,BO TOWN,NJAGBOIMA,B. Primary,SAINT PIUS PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,NJAI TOWN,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,NJAI TOWN,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,NJAI TOWN,B. Primary,NEMATULAI  PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,NJAI TOWN,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,OLD POLICE BARRACKS,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,SALINA SECTION,A. Pre- Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRE-PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,SALINA SECTION,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,SALINA SECTION,B. Primary,SAINT THERESA POLICE PRIMARY  
SOUTHERN,BO,BO TOWN,SAMAMIE,C. Junior Secondary,TINA MEMORIAL JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,SAMAMIE,A. Pre- Primary,"TINA MEMORIAL PRE-PRIMARY SCHOOL  ,  BO  CITY  "
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,TINA MEMORIAL PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SAMAMIE,A. Pre- Primary,"DORCAS   PRE- SCHOOL  ,  BO  "
SOUTHERN,BO,BO TOWN,SAMAMIE,C. Junior Secondary,DORCAS ACADEMY JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,SAMAMIE,A. Pre- Primary,QURANIC EDCATION PRE-PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,QURANIC EDUCATION PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,SEVENTH DAY ADVENTIST PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,DORCAS PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,SEVENTH DAY ADVENTIST PRIMARY SCHOOL LOWER
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,SAMAMIE,A. Pre- Primary,HARVEST TIME CHILDHOOD CENTRE PRE SCHOOL  
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,NAMYA PRIMARY SCHOOL LOWER  
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,HARVEST TIME CHILDHOOD DEVELOPMENT PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SAMAMIE,B. Primary,"NAMYA ISLAMIC PRIMARY  SCHOOL , BO    UPPER )  "
SOUTHERN,BO,BO TOWN,SAMI SECTION,A. Pre- Primary,IASSAC B. COKER PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,SEWA ROAD,A. Pre- Primary,ROMAN CATHOLIC MADONNA PRE-PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,SEWA ROAD,C. Junior Secondary,S JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,SEWA ROAD,B. Primary,YOUNG MUSLIM PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SEWA ROAD,B. Primary,ISLAG PRIMARY  
SOUTHERN,BO,BO TOWN,SEWA SECTION,B. Primary,AL-QUDUS ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SHELLMINGO,A. Pre- Primary,DIVINE FAVOUR ACADEMY PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,SHELLMINGO,B. Primary,DIVINE FAVOUR PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SHELLMINGO,B. Primary,RABIES ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,SHELLMINGO,A. Pre- Primary,FAITH ALIVE INTERNATIONAL ACADEMY SCHOOL  
SOUTHERN,BO,BO TOWN,SHELLMINGO,B. Primary,FAITH ALIVE INTERNATIONAL ACADEMY  
SOUTHERN,BO,BO TOWN,SHELMINGO,A. Pre- Primary,RABIEU  ISLAMIC  PRESCHOOL
SOUTHERN,BO,BO TOWN,SIMBO TOWN,A. Pre- Primary,NEW LIFE INTERNATIONAL PRE PRIMARY ACADEMY  
SOUTHERN,BO,BO TOWN,SIMBO TOWN,B. Primary,NEW LIFE INTERNATIONAL ACADEMY PRE-SCHOOL  
SOUTHERN,BO,BO TOWN,SIMBO TOWN,B. Primary,SIERRA LEONE MUSLIM COMMUNITY SCHOOL  
SOUTHERN,BO,BO TOWN,TENGBEWABU,C. Junior Secondary,ALGADHAFI ISLAMIC COMPREHENSIVE ACADEMY  
SOUTHERN,BO,BO TOWN,TENGBEWABU,D. Senior Secondary,ALGADHAFI ISLAMIC COMPREHENSIVE ACADEMY SENIOR SCHOOL  
SOUTHERN,BO,BO TOWN,TENGBEWABU,C. Junior Secondary,JEFFERSON BAPTIST JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,TENGBEWABU,B. Primary,ALGADHAFI ISLAMIC COMPREHENSIVE ACADEMY PRIMARY  
SOUTHERN,BO,BO TOWN,TENGBEWABU,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,TENGBEWABU,B. Primary,MOUNT ZION PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,TENGBEWABU,B. Primary,JEFFERSON BAPTIST PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,TIKONKO,C. Junior Secondary,KAKU A COMMUNITY  JUNIOR SECONDARY  SCHOOL  
SOUTHERN,BO,BO TOWN,TORKPOI TOWN,A. Pre- Primary,GLORY ASSEMBLY PRE PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,TORKPOI TOWN,A. Pre- Primary,THE LIGHT BAPTIST PRE SCHOOL  
SOUTHERN,BO,BO TOWN,TORKPOI TOWN,B. Primary,THE LIGHT BAPTIST PRIMARY SCHOOL
SOUTHERN,BO,BO TOWN,TORKPOI TOWN,A. Pre- Primary,"WATTA KAWA PRE-PRIMARY  SCHOOL  , BO  CITY  "
SOUTHERN,BO,BO TOWN,TORKPOI TOWN,B. Primary,GLORY ASSEMBLY PRIMARY SCHOOL TORPOI TOWN  
SOUTHERN,BO,BO TOWN,TORKPOI TOWN,B. Primary,WATTA KAWA PRIMARY  
SOUTHERN,BO,BO TOWN,YIMOH TOWN,C. Junior Secondary,S ANGLICAN JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BO TOWN,YIMOH TOWN,D. Senior Secondary,SAINT PAUL'S ANGLICAN SENIOR SECONDARY SCHOOL
SOUTHERN,BO,BO TOWN,YIMOH TOWN,B. Primary,AL-QUDUS ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BO TOWN,YIMOH TOWN,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,LOWER BAIMBA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,LOWER BAIMBA,B. Primary,ANSARUL ISLAMIC PRIMARY  
SOUTHERN,BO,BONGOR,LOWER BAIMBA,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BONGOR,LOWER BAIMBA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,LOWER BAIMBA,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,NEKPONDO SECTION,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,NEKPONDO SECTION,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,NEKPONDO SECTION,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,TONGOWA,A. Pre- Primary,HOLY CROSS PRE-PRIMARY  
SOUTHERN,BO,BONGOR,TONGOWA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,TONGOWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,TONGOWA,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BONGOR,TONGOWA,A. Pre- Primary,SAINT ANTHONY PRE PRIMARY SCHOOL  
SOUTHERN,BO,BONGOR,TONGOWA,C. Junior Secondary,TONGOWA AGRIC JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BONGOR,TONGOWA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,TONGOWA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,TONGOWA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,UPPER BAIMBA,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,UPPER BAIMBA,B. Primary,NEW HARVEST PRIMARY  
SOUTHERN,BO,BONGOR,UPPER BAIMBA,A. Pre- Primary,"SAINT VINCENT  PRE-SCHOOL ,TELU  "
SOUTHERN,BO,BONGOR,UPPER BAIMBA,C. Junior Secondary,TELU COMMUNITY HIGH SCHOOL  
SOUTHERN,BO,BONGOR,UPPER BAIMBA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,UPPER BAIMBA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BONGOR,UPPER KAMA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BANTA TANINAHUN,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BONGOR,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,BONGOR,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BONGOR,B. Primary,MBELEBU  COMMUNITY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,D. Senior Secondary,"BUMPE  HIGH  SCHOOL  , BUMPE  TOWN  "
SOUTHERN,BO,BUMPE NGAO,BUMPE,C. Junior Secondary,BUMPE HIGH SCHOOL  
